5002 | 5001 | SYN | 0 | 20221120111052
7001 | 56177 | ACK/SYN | 0 | 20221120111052
6001 | 5001 | ACK | 0 | 20221120111052
6001 | 7001 | DATA | 4 | 20221120111054
7001 | 6001 | DATA | 4 | 20221120111054
6001 | 7001 | DATA | 4 | 20221120111056
7001 | 6001 | DATA | 4 | 20221120111056
6001 | 7001 | DATA | 4 | 20221120111058
7001 | 6001 | DATA | 4 | 20221120111058
6001 | 7001 | DATA | 4 | 20221120111100
7001 | 6001 | DATA | 4 | 20221120111100
6001 | 7001 | DATA | 4 | 20221120111102
7001 | 6001 | DATA | 4 | 20221120111102
6001 | 7001 | DATA | 4 | 20221120111104
7001 | 6001 | DATA | 4 | 20221120111104
6001 | 7001 | DATA | 4 | 20221120111106
7001 | 6001 | DATA | 4 | 20221120111106
6001 | 7001 | DATA | 4 | 20221120111108
7001 | 6001 | DATA | 4 | 20221120111108
6001 | 7001 | DATA | 4 | 20221120111110
7001 | 6001 | DATA | 4 | 20221120111110
6001 | 7001 | DATA | 4 | 20221120111112
7001 | 6001 | DATA | 4 | 20221120111112
6001 | 7001 | DATA | 4 | 20221120111114
7001 | 6001 | DATA | 4 | 20221120111114
6001 | 7001 | DATA | 4 | 20221120111116
7001 | 6001 | DATA | 4 | 20221120111116
6001 | 7001 | DATA | 4 | 20221120111118
7001 | 6001 | DATA | 4 | 20221120111118
6001 | 7001 | DATA | 4 | 20221120111120
7001 | 6001 | DATA | 4 | 20221120111120
6001 | 7001 | DATA | 4 | 20221120111122
7001 | 6001 | DATA | 4 | 20221120111122
6001 | 7001 | DATA | 4 | 20221120111124
7001 | 6001 | DATA | 4 | 20221120111124
6001 | 7001 | DATA | 4 | 20221120111126
7001 | 6001 | DATA | 4 | 20221120111126
6001 | 7001 | DATA | 4 | 20221120111128
7001 | 6001 | DATA | 4 | 20221120111128
6001 | 7001 | DATA | 4 | 20221120111130
7001 | 6001 | DATA | 4 | 20221120111130
6001 | 7001 | DATA | 4 | 20221120111132
7001 | 6001 | DATA | 4 | 20221120111132
6001 | 7001 | DATA | 4 | 20221120111134
7001 | 6001 | DATA | 4 | 20221120111134
6001 | 7001 | DATA | 4 | 20221120111136
7001 | 6001 | DATA | 4 | 20221120111136
6001 | 7001 | DATA | 4 | 20221120111138
7001 | 6001 | DATA | 4 | 20221120111138
6001 | 7001 | DATA | 4 | 20221120111140
7001 | 6001 | DATA | 4 | 20221120111140
6001 | 7001 | DATA | 4 | 20221120111142
7001 | 6001 | DATA | 4 | 20221120111142
6001 | 7001 | DATA | 4 | 20221120111144
7001 | 6001 | DATA | 4 | 20221120111144
6001 | 7001 | DATA | 4 | 20221120111146
7001 | 6001 | DATA | 4 | 20221120111146
6001 | 7001 | DATA | 4 | 20221120111148
7001 | 6001 | DATA | 4 | 20221120111148
6001 | 7001 | DATA | 4 | 20221120111150
7001 | 6001 | DATA | 4 | 20221120111150
6001 | 7001 | DATA | 4 | 20221120111152
7001 | 6001 | DATA | 4 | 20221120111152
6001 | 7001 | DATA | 4 | 20221120111154
7001 | 6001 | DATA | 4 | 20221120111154
6001 | 7001 | DATA | 4 | 20221120111156
7001 | 6001 | DATA | 4 | 20221120111156
6001 | 7001 | DATA | 4 | 20221120111158
7001 | 6001 | DATA | 4 | 20221120111158
6001 | 7001 | DATA | 4 | 20221120111200
7001 | 6001 | DATA | 4 | 20221120111200
6001 | 7001 | DATA | 4 | 20221120111202
7001 | 6001 | DATA | 4 | 20221120111202
6001 | 7001 | DATA | 4 | 20221120111204
7001 | 6001 | DATA | 4 | 20221120111204
6001 | 7001 | DATA | 4 | 20221120111206
7001 | 6001 | DATA | 4 | 20221120111206
6001 | 7001 | DATA | 4 | 20221120111208
7001 | 6001 | DATA | 4 | 20221120111208
6001 | 7001 | DATA | 4 | 20221120111210
7001 | 6001 | DATA | 4 | 20221120111210
6001 | 7001 | DATA | 4 | 20221120111212
7001 | 6001 | DATA | 4 | 20221120111212
6001 | 7001 | DATA | 4 | 20221120111214
7001 | 6001 | DATA | 4 | 20221120111214
6001 | 7001 | DATA | 4 | 20221120111216
7001 | 6001 | DATA | 4 | 20221120111216
6001 | 7001 | DATA | 4 | 20221120111218
7001 | 6001 | DATA | 4 | 20221120111218
6001 | 7001 | DATA | 4 | 20221120111220
7001 | 6001 | DATA | 4 | 20221120111220
6001 | 7001 | DATA | 4 | 20221120111222
7001 | 6001 | DATA | 4 | 20221120111222
6001 | 7001 | DATA | 4 | 20221120111224
7001 | 6001 | DATA | 4 | 20221120111224
6001 | 7001 | DATA | 4 | 20221120111226
7001 | 6001 | DATA | 4 | 20221120111226
6001 | 7001 | DATA | 4 | 20221120111228
7001 | 6001 | DATA | 4 | 20221120111228
6001 | 7001 | DATA | 4 | 20221120111230
7001 | 6001 | DATA | 4 | 20221120111230
6001 | 7001 | DATA | 4 | 20221120111232
7001 | 6001 | DATA | 4 | 20221120111232
6001 | 7001 | DATA | 4 | 20221120111234
7001 | 6001 | DATA | 4 | 20221120111234
6001 | 7001 | DATA | 4 | 20221120111236
7001 | 6001 | DATA | 4 | 20221120111236
6001 | 7001 | DATA | 4 | 20221120111238
7001 | 6001 | DATA | 4 | 20221120111238
6001 | 7001 | DATA | 4 | 20221120111240
7001 | 6001 | DATA | 4 | 20221120111240
6001 | 7001 | DATA | 4 | 20221120111242
7001 | 6001 | DATA | 4 | 20221120111242
6001 | 7001 | DATA | 4 | 20221120111244
7001 | 6001 | DATA | 4 | 20221120111244
6001 | 7001 | DATA | 4 | 20221120111246
7001 | 6001 | DATA | 4 | 20221120111246
6001 | 7001 | DATA | 4 | 20221120111248
7001 | 6001 | DATA | 4 | 20221120111248
6001 | 7001 | DATA | 4 | 20221120111250
7001 | 6001 | DATA | 4 | 20221120111250
6001 | 7001 | DATA | 4 | 20221120111252
7001 | 6001 | DATA | 4 | 20221120111252
6001 | 7001 | DATA | 4 | 20221120111254
7001 | 6001 | DATA | 4 | 20221120111254
6001 | 7001 | DATA | 4 | 20221120111256
7001 | 6001 | DATA | 4 | 20221120111256
6001 | 7001 | DATA | 4 | 20221120111258
7001 | 6001 | DATA | 4 | 20221120111258
6001 | 7001 | DATA | 4 | 20221120111300
7001 | 6001 | DATA | 4 | 20221120111300
6001 | 7001 | DATA | 4 | 20221120111302
7001 | 6001 | DATA | 4 | 20221120111302
6001 | 7001 | DATA | 4 | 20221120111304
7001 | 6001 | DATA | 4 | 20221120111304
6001 | 7001 | DATA | 4 | 20221120111306
7001 | 6001 | DATA | 4 | 20221120111306
6001 | 7001 | DATA | 4 | 20221120111308
7001 | 6001 | DATA | 4 | 20221120111308
6001 | 7001 | DATA | 4 | 20221120111310
7001 | 6001 | DATA | 4 | 20221120111310
6001 | 7001 | DATA | 4 | 20221120111312
7001 | 6001 | DATA | 4 | 20221120111312
6001 | 7001 | DATA | 4 | 20221120111314
7001 | 6001 | DATA | 4 | 20221120111314
6001 | 7001 | DATA | 4 | 20221120111316
7001 | 6001 | DATA | 4 | 20221120111316
6001 | 7001 | DATA | 4 | 20221120111318
7001 | 6001 | DATA | 4 | 20221120111318
6001 | 7001 | DATA | 4 | 20221120111320
7001 | 6001 | DATA | 4 | 20221120111320
6001 | 7001 | DATA | 4 | 20221120111322
7001 | 6001 | DATA | 4 | 20221120111322
6001 | 7001 | DATA | 4 | 20221120111324
7001 | 6001 | DATA | 4 | 20221120111324
6001 | 7001 | DATA | 4 | 20221120111326
7001 | 6001 | DATA | 4 | 20221120111326
6001 | 7001 | DATA | 4 | 20221120111328
7001 | 6001 | DATA | 4 | 20221120111328
6001 | 7001 | DATA | 4 | 20221120111330
7001 | 6001 | DATA | 4 | 20221120111330
6001 | 7001 | DATA | 4 | 20221120111332
7001 | 6001 | DATA | 4 | 20221120111332
6001 | 7001 | DATA | 4 | 20221120111334
7001 | 6001 | DATA | 4 | 20221120111334
6001 | 7001 | DATA | 4 | 20221120111336
7001 | 6001 | DATA | 4 | 20221120111336
6001 | 7001 | DATA | 4 | 20221120111338
7001 | 6001 | DATA | 4 | 20221120111338
6001 | 7001 | DATA | 4 | 20221120111340
7001 | 6001 | DATA | 4 | 20221120111340
6001 | 7001 | DATA | 4 | 20221120111342
7001 | 6001 | DATA | 4 | 20221120111342
6001 | 7001 | DATA | 4 | 20221120111344
7001 | 6001 | DATA | 4 | 20221120111344
6001 | 7001 | DATA | 4 | 20221120111346
7001 | 6001 | DATA | 4 | 20221120111346
6001 | 7001 | DATA | 4 | 20221120111348
7001 | 6001 | DATA | 4 | 20221120111348
6001 | 7001 | DATA | 4 | 20221120111350
7001 | 6001 | DATA | 4 | 20221120111350
6001 | 7001 | DATA | 4 | 20221120111352
7001 | 6001 | DATA | 4 | 20221120111352
6001 | 7001 | DATA | 4 | 20221120111354
7001 | 6001 | DATA | 4 | 20221120111354
6001 | 7001 | DATA | 4 | 20221120111356
7001 | 6001 | DATA | 4 | 20221120111356
6001 | 7001 | DATA | 4 | 20221120111358
7001 | 6001 | DATA | 4 | 20221120111358
6001 | 7001 | DATA | 4 | 20221120111400
7001 | 6001 | DATA | 4 | 20221120111400
6001 | 7001 | DATA | 4 | 20221120111402
7001 | 6001 | DATA | 4 | 20221120111402
6001 | 7001 | DATA | 4 | 20221120111404
7001 | 6001 | DATA | 4 | 20221120111404
6001 | 7001 | DATA | 4 | 20221120111406
7001 | 6001 | DATA | 4 | 20221120111406
6001 | 7001 | DATA | 4 | 20221120111408
7001 | 6001 | DATA | 4 | 20221120111408
6001 | 7001 | DATA | 4 | 20221120111410
7001 | 6001 | DATA | 4 | 20221120111410
6001 | 7001 | DATA | 4 | 20221120111412
7001 | 6001 | DATA | 4 | 20221120111412
6001 | 7001 | DATA | 4 | 20221120111414
7001 | 6001 | DATA | 4 | 20221120111414
6001 | 7001 | DATA | 4 | 20221120111416
7001 | 6001 | DATA | 4 | 20221120111416
6001 | 7001 | DATA | 4 | 20221120111418
7001 | 6001 | DATA | 4 | 20221120111418
6001 | 7001 | DATA | 4 | 20221120111420
7001 | 6001 | DATA | 4 | 20221120111420
6001 | 7001 | DATA | 4 | 20221120111422
7001 | 6001 | DATA | 4 | 20221120111422
6001 | 7001 | DATA | 4 | 20221120111424
7001 | 6001 | DATA | 4 | 20221120111424
6001 | 7001 | DATA | 4 | 20221120111426
7001 | 6001 | DATA | 4 | 20221120111426
6001 | 7001 | DATA | 4 | 20221120111428
7001 | 6001 | DATA | 4 | 20221120111428
6001 | 7001 | DATA | 4 | 20221120111430
7001 | 6001 | DATA | 4 | 20221120111430
6001 | 7001 | DATA | 4 | 20221120111432
